%DataLog%
DataLogVersion : 1.0
Software : ECU Manager
SoftwareVersion : 1.1.14.0
DownloadDateTime : 20180713 09:12:09
Channel : BaseFuel
Type : Percentage
DisplayMaxMin : 2000,0
Channel : BaseIgnition
Type : AngleIgnSprt2K
DisplayMaxMin : 800,0
Channel : TargetAFR
Type : AFR
DisplayMaxMin : 2000,200
Channel : FuelCoolantTempCorrection
Type : Percentage1For1
DisplayMaxMin : 250,-100
Channel : FuelAirTempCorrection
Type : Percentage
DisplayMaxMin : 500,-500
Channel : ThrottlePosition
Type : Percentage
DisplayMaxMin : 1000,0
Channel : AirTemp
Type : Temperature
DisplayMaxMin : 4231,2331
Channel : CoolantTemp
Type : Temperature
DisplayMaxMin : 4231,2331
Channel : LambdaSensor1
Type : AFR
DisplayMaxMin : 2000,200
Channel : RPM
Type : EngineSpeed
DisplayMaxMin : 10000,0
Channel : Load
Type : Pressure
DisplayMaxMin : 1013,13
Channel : BatteryVoltage
Type : BatteryVoltage
DisplayMaxMin : 16000,8000
Channel : EngineRunningTime
Type : Time_s
DisplayMaxMin : 10000,0
Channel : DeltaLoad
Type : Percentage
DisplayMaxMin : 1000,-1000
Channel : MAPSource
Type : Pressure
DisplayMaxMin : 1013,13
Channel : TransientThrottleLoadSource
Type : Percentage
DisplayMaxMin : 1000,-1000
Channel : IgnitionLoad
Type : Pressure
DisplayMaxMin : 1013,13
Channel : AFRDifference
Type : AFR
DisplayMaxMin : 150,-150
Channel : IgnitionTiming
Type : Angle
DisplayMaxMin : 600,-200
Log : 20180713 08:27:21
08:27:21.000,351,325,1000,0,0,2,3074,3303,940,944,419,12965,146,0,420,2,419,60,238
08:27:21.031,349,326,,,,,,,942,944,417,12965,,,418,,417,58,239
08:27:21.047,352,,,,,,,,,,,,,,,,,,
08:27:21.062,,327,,,,,,,948,927,421,12997,146,,421,,421,52,240
08:27:21.078,356,325,,,,,3074,,,933,424,12997,147,,,,,,
08:27:21.094,,,,,,,,,,,,,,,424,,424,,238
08:27:21.109,362,320,,,,,3075,,948,966,427,12965,,,427,,427,52,233
08:27:21.125,364,318,,,,,3074,,943,981,428,13012,,,428,,428,57,231
08:27:21.141,360,319,,,,,,,948,981,424,12997,,,424,,424,52,232
08:27:21.172,357,322,,,,,,,948,952,424,12965,,,424,,424,52,235
08:27:21.203,359,321,,,,,3074,3303,947,961,425,12981,,,425,,425,53,234
08:27:21.250,360,321,,,,,3075,3305,945,963,426,12997,,,426,,426,55,234
08:27:21.297,362,320,,,,,3074,3303,948,966,427,12965,,,426,,427,52,233
08:27:21.328,360,320,,,,,3075,3305,952,972,425,12965,,,425,,425,48,233
08:27:21.375,358,318,,,,,,3303,954,996,422,13012,,,422,,422,46,231
08:27:21.406,358,318,,,,,3075,,953,1006,420,12997,,,421,,420,47,231
08:27:21.437,355,319,,,,,3074,,951,1001,418,13012,,,419,,418,49,232
08:27:21.453,356,318,,,,,3074,3303,955,1001,419,12981,,,,,419,45,231
08:27:21.469,357,,,,,,,,,,,,,,,,,,
08:27:21.484,,,,,,,3075,3305,953,1006,,12965,,,,,,47,
08:27:21.500,358,318,,,,,3074,3303,950,1010,419,13012,,,419,,419,50,231
08:27:21.516,355,319,,,,,3074,,953,1010,416,13028,,,416,,416,47,232
08:27:21.547,353,320,,,,,3075,,952,1011,414,12997,,,414,,414,48,233
08:27:21.562,356,319,,,,,3074,,954,1018,416,12981,,,416,,416,46,232
08:27:21.578,359,319,,,,,3074,,952,1029,416,13012,,,416,,416,48,232
08:27:21.609,355,320,,,,,3075,3303,953,1029,412,12997,,,412,,412,47,233
08:27:21.625,354,,,,,,3075,3305,964,1027,,12965,,,412,,,36,
08:27:21.656,352,,,,,,3074,3303,965,1017,412,12918,,,410,,412,35,
08:27:21.687,349,,,,,,3075,3303,966,1004,409,12918,,,410,,409,34,
08:27:21.703,351,,,,,,3074,3305,,1013,410,12903,,0,411,2,410,,
08:27:21.766,350,,,,,,,3303,966,1006,409,12997,,1,409,3,409,34,
08:27:21.797,351,,,,,,3074,3305,968,1015,408,13012,,0,409,2,408,32,
08:27:21.828,351,,,,,,3075,,968,1015,407,13028,,,407,,407,32,
08:27:21.844,350,320,,,,,3074,,966,1013,408,12997,,,409,,408,34,
08:27:21.859,,,,,,,,,,,,,,,,,,,233
08:27:21.906,347,322,,,,,,,968,991,405,12997,,,406,,405,32,235
08:27:21.922,347,321,,,,,3074,,969,997,407,13012,,,407,,,,
08:27:21.937,,,,,,,,,,,,,,,,,407,31,234
08:27:21.953,350,320,,,,,3075,,970,1012,407,12981,,,407,,407,30,233
08:27:21.984,352,,,,,,3074,,,1024,408,12950,,,408,,408,,
08:27:22.000,352,,,,,,3075,,970,1020,408,12950,,,408,,408,30,
